Time,P1,P2,IMe,IMh,Tint,Rec
104,0.998537586,1,0.056543998,66.34663072,587.8411849,0.998509091
114,0.998636969,1,0.056543998,66.34663072,587.8411849,0.998583333
124,0.998809925,1,0.056543998,66.34663072,587.8411849,0.998802143
134,0.998823332,1,0.056543998,66.34663072,587.8411849,0.998809286
144,0.998836739,1,0.056543998,66.34663072,587.8411849,0.998816429
154,0.998850146,1,0.056543998,66.34663072,587.8411849,0.998823571
164,0.998863553,1,0.056543998,66.34663072,587.8411849,0.998830714
174,0.99887696,1,0.056543998,66.34663072,587.8411849,0.998837857
184,0.998890367,1,0.056543998,66.34663072,587.8411849,0.998845
194,0.998954088,1,0.056543998,66.34663072,587.8411849,0.99891
204,0.999012092,1,0.056543998,66.34663072,587.8411849,0.999002586
214,0.999027982,1,0.056543998,66.34663072,587.8411849,0.999011207
224,0.999043871,1,0.056543998,66.34663072,587.8411849,0.999019828
234,0.999059761,1,0.056543998,66.34663072,587.8411849,0.999028448
244,0.999075651,1,0.056543998,66.34663072,587.8411849,0.999037069
254,0.99909154,1,0.056543998,66.34663072,587.8411849,0.99904569
264,0.999168378,1,0.056543998,66.34663072,587.8411849,0.9991
274,0.999341656,1,0.056543998,66.34663072,587.8411849,0.999314286
284,0.999397584,1,0.056543998,66.34663072,587.8411849,0.99935
294,0.99950962,1,0.056543998,66.34663072,587.8411849,0.9995
304,0.999532829,1,0.056543998,66.34663072,587.8411849,0.999512821
314,0.999556038,1,0.056543998,66.34663072,587.8411849,0.999525641
324,0.999579247,1,0.056543998,66.34663072,587.8411849,0.999538462
334,0.999608564,1,0.056543998,66.34663072,587.8411849,0.9995625
344,0.999689503,1,0.056543998,66.34663072,587.8411849,0.99964375
354,0.999902603,1,0.056543998,66.34663072,587.8411849,0.999900617
364,0.999906665,1,0.056543998,66.34663072,587.8411849,0.999902675
374,0.999910727,1,0.056543998,66.34663072,587.8411849,0.999904733
384,0.999914789,1,0.056543998,66.34663072,587.8411849,0.99990679
394,0.999918851,1,0.056543998,66.34663072,587.8411849,0.999908848
404,0.999922913,1,0.056543998,66.34663072,587.8411849,0.999910905
414,0.999926975,1,0.056543998,66.34663072,587.8411849,0.999912963
424,0.999931037,1,0.056543998,66.34663072,587.8411849,0.999915021
434,0.999935099,1,0.056543998,66.34663072,587.8411849,0.999917078
444,0.999939161,1,0.056543998,66.34663072,587.8411849,0.999919136
454,0.999943222,1,0.056543998,66.34663072,587.8411849,0.999921193
464,0.999947284,1,0.056543998,66.34663072,587.8411849,0.999923251
474,0.999951346,1,0.056543998,66.34663072,587.8411849,0.999925309
484,0.999955408,1,0.056543998,66.34663072,587.8411849,0.999927366
494,0.99995947,1,0.056543998,66.34663072,587.8411849,0.999929424
504,0.999963532,1,0.056543998,66.34663072,587.8411849,0.999931481
514,0.999967594,1,0.056543998,66.34663072,587.8411849,0.999933539
524,0.999971656,1,0.056543998,66.34663072,587.8411849,0.999935597
534,0.999975718,1,0.056543998,66.34663072,587.8411849,0.999937654
544,0.99997978,1,0.056543998,66.34663072,587.8411849,0.999939712
554,0.999983842,1,0.056543998,66.34663072,587.8411849,0.99994177
564,0.999987904,1,0.056543998,66.34663072,587.8411849,0.999943827
574,0.999991965,1,0.056543998,66.34663072,587.8411849,0.999945885
584,0.999996027,1,0.056543998,66.34663072,587.8411849,0.999947942
594,1,1,0.056543998,66.34663072,587.8411849,0.99995
604,1,1,0.056543998,66.34663072,587.8411849,1
614,1,1,0.056543998,66.34663072,587.8411849,1
624,1,1,0.056543998,66.34663072,587.8411849,1
634,1,1,0.056543998,66.34663072,587.8411849,1
644,1,1,0.056543998,66.34663072,587.8411849,1
654,1,1,0.056543998,66.34663072,587.8411849,1
664,1,1,0.056543998,66.34663072,587.8411849,1
674,1,1,0.056543998,66.34663072,587.8411849,1
684,1,1,0.056543998,66.34663072,587.8411849,1
694,1,1,0.056543998,66.34663072,587.8411849,1
704,1,1,0.056543998,66.34663072,587.8411849,1
714,1,1,0.056543998,66.34663072,587.8411849,1
724,1,1,0.056543998,66.34663072,587.8411849,1
734,1,1,0.056543998,66.34663072,587.8411849,1
744,1,1,0.056543998,66.34663072,587.8411849,1
754,1,1,0.056543998,66.34663072,587.8411849,1
764,1,1,0.056543998,66.34663072,587.8411849,1
774,1,1,0.056543998,66.34663072,587.8411849,1
784,1,1,0.056543998,66.34663072,587.8411849,1
794,1,1,0.056543998,66.34663072,587.8411849,1
804,1,1,0.056543998,66.34663072,587.8411849,1
814,1,1,0.056543998,66.34663072,587.8411849,1
824,1,1,0.056543998,66.34663072,587.8411849,1
834,1,1,0.056543998,66.34663072,587.8411849,1
844,1,1,0.056543998,66.34663072,587.8411849,1
854,1,1,0.056543998,66.34663072,587.8411849,1
864,1,1,0.056543998,66.34663072,587.8411849,1
874,1,1,0.056543998,66.34663072,587.8411849,1
884,1,1,0.056543998,66.34663072,587.8411849,1
894,1,1,0.056543998,66.34663072,587.8411849,1
904,1,1,0.056543998,66.34663072,587.8411849,1
914,1,1,0.056543998,66.34663072,587.8411849,1
924,1,1,0.056543998,66.34663072,587.8411849,1
934,1,1,0.056543998,66.34663072,587.8411849,1
944,1,1,0.056543998,66.34663072,587.8411849,1
954,1,1,0.056543998,66.34663072,587.8411849,1
964,1,1,0.056543998,66.34663072,587.8411849,1
974,1,1,0.056543998,66.34663072,587.8411849,1
984,1,1,0.056543998,66.34663072,587.8411849,1
994,1,1,0.056543998,66.34663072,587.8411849,1
4,0.97644746,0.969362168,0.229218929,41.19307747,878.7732415,0.4898
14,0.989592504,0.990898424,0.229218929,41.19307747,878.7732415,0.98365
24,0.990938964,0.991957337,0.229218929,41.19307747,878.7732415,0.98645
